cell_id,lat,lon,theta,salt,dT_dx,dT_dy,dS_dx,dS_dy,f_coriolis,obs_u,obs_v,n_cycles
1292,51.0,-139.0,2.9894,34.3692,0.04202,0.00743,-0.00392,-0.00074,0.000113341,0.0045,-0.0016,361
1293,53.0,-139.0,3.0215,34.3661,0.05143,0.02303,-0.00088,-0.00311,0.000116475,0.0018,0.0009,111
1295,57.0,-139.0,3.1138,34.3477,0.04519,0.02411,-0.00711,-0.00294,0.000122313,-0.0069,0.0042,74
1296,-71.0,-137.0,1.3151,34.7284,0.0477,-0.0,0.00188,-0.00025,-0.000137896,-0.0166,-0.0208,15
1298,-67.0,-137.0,1.3975,34.7306,0.07341,-0.01049,0.00074,0.0004,-0.000134248,0.0014,-0.0037,25
1300,-63.0,-137.0,1.325,34.7281,0.10678,-0.02057,0.00138,-0.00141,-0.000129946,0.0102,-0.0211,71
1302,-59.0,-137.0,1.5866,34.7315,0.10213,0.16363,-0.00347,-0.00991,-0.000125011,0.0294,-0.0295,133
1303,-57.0,-137.0,2.2702,34.6208,-0.05169,0.32218,0.02432,-0.07014,-0.000122313,0.0975,0.018,142
1304,-55.0,-137.0,2.56,34.5241,-0.12094,0.07487,0.03209,-0.03992,-0.000119467,0.0236,0.0406,171
1305,-53.0,-137.0,3.2196,34.3971,0.1293,0.59689,-0.00985,-0.06559,-0.000116475,0.0978,-0.0057,190
1306,-51.0,-137.0,4.5892,34.3144,-0.02769,0.39884,-0.00427,-0.00753,-0.000113341,0.0579,-0.0094,210
1308,-47.0,-137.0,4.6998,34.3111,-0.04061,-0.06592,-0.00013,0.00219,-0.000106662,-0.011,0.0089,170
1309,-45.0,-137.0,4.6443,34.3125,-0.04272,-0.01111,-0.00014,0.00067,-0.000103126,-0.0127,0.0091,193
1310,-43.0,-137.0,4.6725,34.3151,-0.03018,0.01534,0.00043,0.00049,-9.9464e-05,0.0029,0.0065,173
1312,-39.0,-137.0,4.7791,34.3145,0.01029,0.02159,-0.00025,-0.00069,-9.1781e-05,0.0025,0.0009,385
1314,-35.0,-137.0,4.7411,34.3115,-0.01021,-0.04182,-0.00034,0.00111,-8.3652e-05,-0.0041,0.0039,263
1315,-33.0,-137.0,4.6776,34.3123,-0.02416,-0.02359,-0.00017,0.00011,-7.9431e-05,-0.004,-0.0002,312
1316,-31.0,-137.0,4.6062,34.3156,-0.02582,-0.03354,-0.00031,0.00275,-7.5114e-05,-0.0047,0.0014,332
1317,-29.0,-137.0,4.4954,34.3251,-0.02819,-0.07166,-0.00055,0.00595,-7.0706e-05,-0.0049,0.0011,273
1318,-27.0,-137.0,4.3291,34.3425,-0.02772,-0.06832,0.00076,0.01004,-6.6211e-05,-0.012,0.0012,138
1319,-25.0,-137.0,4.2342,34.3714,-0.01469,-0.01813,0.00259,0.01703,-6.1635e-05,-0.0128,0.0044,82
1320,-23.0,-137.0,4.172,34.4129,0.02413,-0.01738,0.00449,0.01986,-5.6985e-05,-0.0068,0.0005,223
1323,-17.0,-137.0,4.3423,34.5135,-0.0045,0.01416,0.00025,0.00346,-4.264e-05,0.0026,-0.0018,283
1324,-15.0,-137.0,4.3699,34.5149,0.00262,0.01363,0.00137,-0.00032,-3.7747e-05,0.0081,-0.0029,157
1325,-13.0,-137.0,4.3965,34.5207,-0.00107,0.02869,-0.00061,0.00584,-3.2807e-05,-0.008,0.0016,274
1326,-11.0,-137.0,4.4672,34.5323,-0.01329,0.01754,0.00064,0.00274,-2.7828e-05,-0.0126,0.0005,213
1329,-5.0,-137.0,4.5293,34.545,-0.00173,0.02285,-0.0003,0.00302,-1.2711e-05,0.0106,0.0026,143
1330,-3.0,-137.0,4.5455,34.5509,0.00528,-0.00329,-0.00073,0.00046,-7.633e-06,-0.012,0.0022,203
1331,-1.0,-137.0,4.5792,34.5528,-0.0007,0.02222,-0.00029,0.00146,-2.545e-06,0.0127,0.0024,442
1332,1.0,-137.0,4.591,34.5548,0.01019,-0.00534,-0.00016,0.00104,2.545e-06,0.001,-0.0021,330
1333,3.0,-137.0,4.6033,34.557,0.01229,0.00298,0.00047,0.00037,7.633e-06,0.0014,0.0002,202
1334,5.0,-137.0,4.5845,34.5585,0.01733,-0.00454,-0.0007,0.00103,1.2711e-05,0.0022,0.0013,194
1335,7.0,-137.0,4.6136,34.559,4e-05,0.01619,-3e-05,-0.00043,1.7774e-05,0.0069,0.0005,208
1336,9.0,-137.0,4.5873,34.5592,-0.00305,-0.02785,2e-05,-0.00046,2.2815e-05,0.0074,0.002,251
1337,11.0,-137.0,4.5299,34.5534,0.01777,-0.0183,0.00118,-0.00383,2.7828e-05,-0.0035,0.0033,234
1341,19.0,-137.0,4.3477,34.5172,0.00293,-0.04731,0.00047,-0.00463,4.7482e-05,-0.0037,-0.0018,282
1342,21.0,-137.0,4.2564,34.5079,0.00543,-0.03286,0.00116,-0.00336,5.2265e-05,-0.0001,0.0021,208
1343,23.0,-137.0,4.14,34.5019,0.02182,-0.05432,0.00152,-0.00321,5.6985e-05,0.002,0.001,189
1344,25.0,-137.0,4.0146,34.4893,-0.00412,-0.07789,0.00064,-0.00766,6.1635e-05,-0.0013,0.0006,187
1345,27.0,-137.0,3.8567,34.4679,0.01033,-0.06381,0.00229,-0.0115,6.6211e-05,0.0072,0.0005,205
1347,31.0,-137.0,3.7478,34.4248,0.00472,-0.01148,0.00743,-0.00697,7.5114e-05,-0.002,-0.0027,144
1348,33.0,-137.0,3.6909,34.4154,0.00321,-0.02325,0.00548,-0.00269,7.9431e-05,-0.0008,0.0016,223
1349,35.0,-137.0,3.6103,34.3998,0.01928,-0.06746,0.00469,-0.01171,8.3652e-05,-0.0049,-0.0066,216
1351,39.0,-137.0,3.45,34.371,-0.00233,-0.02063,0.00876,-0.00074,9.1781e-05,-0.0013,-0.0013,203
1352,41.0,-137.0,3.3618,34.3574,0.02532,-0.04665,0.00525,-0.0065,9.5681e-05,-0.0003,-0.004,140
1353,43.0,-137.0,3.3121,34.3576,0.03234,-0.01624,0.008,0.00207,9.9464e-05,0.0004,-0.0061,68
1354,45.0,-137.0,3.2105,34.3595,0.02806,-0.07387,0.00377,-0.00246,0.000103126,-0.0011,0.0001,124
1357,51.0,-137.0,3.0506,34.3663,0.04181,0.03099,0.00076,-0.00068,0.000113341,0.0018,-0.006,193
1358,53.0,-137.0,3.0971,34.3628,0.05707,0.01102,-0.0027,-0.00279,0.000116475,-0.0018,0.0022,264
1359,55.0,-137.0,3.1191,34.3553,0.05472,-0.00063,-0.00582,-0.00408,0.000119467,0.0052,-0.0022,83
1360,57.0,-137.0,3.1637,34.3404,0.04232,0.04473,-0.0056,-0.0085,0.000122313,-0.0043,-0.0038,67
1361,-71.0,-135.0,1.3395,34.7295,0.01908,0.01112,0.00096,-0.00016,-0.000137896,-0.0028,-0.0019,14
1363,-65.0,-135.0,1.3955,34.7303,0.07554,0.00481,-0.0004,-0.00041,-0.000132178,0.0033,-0.0205,63
1364,-63.0,-135.0,1.4516,34.7291,0.14448,-0.00594,0.00041,-0.00077,-0.000129946,0.0004,-0.0126,87
1365,-61.0,-135.0,1.4474,34.7295,0.14498,0.0557,0.00113,0.00225,-0.000127556,0.0076,-0.0094,109
1366,-59.0,-135.0,1.7312,34.7246,0.14388,0.19011,-0.00936,-0.01393,-0.000125011,0.0462,-0.0225,128
1368,-55.0,-135.0,2.4282,34.5661,-0.05023,0.17948,0.02352,-0.06906,-0.000119467,0.0567,0.0223,154
1369,-53.0,-135.0,3.5236,34.3747,0.28393,0.71104,-0.02143,-0.0714,-0.000116475,0.1251,-0.0398,184
1370,-51.0,-135.0,4.6627,34.3086,0.09064,0.25944,-0.00277,-0.00142,-0.000113341,0.048,-0.0153,188
1371,-49.0,-135.0,4.8274,34.3093,-0.01465,-0.05302,-0.00059,-0.0017,-0.000110068,-0.0007,0.0025,169
1372,-47.0,-135.0,4.6771,34.3097,-0.01799,-0.05697,-0.00066,0.00244,-0.000106662,-0.0104,0.0063,161
1375,-41.0,-135.0,4.6865,34.3157,0.00275,0.01334,-0.00036,-0.0002,-9.5681e-05,-0.0019,0.0048,223
1377,-37.0,-135.0,4.7931,34.3105,0.00326,-0.02267,-0.0011,-0.00075,-8.777e-05,-0.0023,-0.0005,352
1380,-31.0,-135.0,4.5886,34.3138,-0.00304,-0.05441,-0.00098,0.00337,-7.5114e-05,-0.0096,0.0007,259
1382,-27.0,-135.0,4.2807,34.3454,-0.01339,-0.05298,4e-05,0.00943,-6.6211e-05,-0.0103,0.001,158
1383,-25.0,-135.0,4.2054,34.3705,-0.00992,-0.02084,-0.00124,0.01514,-6.1635e-05,-0.0068,0.0004,72
1384,-21.0,-135.0,4.2903,34.4711,-0.00488,0.01691,0.00308,0.01749,-5.2265e-05,0.0001,-0.0038,193
1385,-19.0,-135.0,4.2869,34.5016,-0.00329,0.01557,0.00061,0.00847,-4.7482e-05,0.0037,-0.0022,363
1386,-17.0,-135.0,4.3474,34.5152,0.00737,0.01524,0.00062,0.00399,-4.264e-05,-0.002,-0.0004,242
1387,-15.0,-135.0,4.3718,34.5166,0.00335,0.01626,0.00076,-0.00046,-3.7747e-05,0.0034,-0.0002,141
1389,-11.0,-135.0,4.4576,34.5298,0.00597,0.00918,-0.0031,0.00476,-2.7828e-05,-0.0089,-0.002,203
1391,-7.0,-135.0,4.492,34.542,-0.00222,0.00244,-4e-05,0.00109,-1.7774e-05,0.0086,-0.0005,181
1392,-5.0,-135.0,4.5441,34.5453,0.00199,0.03644,0.00042,0.00205,-1.2711e-05,0.0011,-0.0018,168
1393,-3.0,-135.0,4.5492,34.5513,-0.00131,-0.01374,0.00062,0.00173,-7.633e-06,-0.0197,-0.003,191
1394,-1.0,-135.0,4.5737,34.553,-0.00527,0.01826,0.00052,0.0009,-2.545e-06,0.0131,0.0004,323
1395,1.0,-135.0,4.5943,34.555,-0.0017,-0.0059,0.00022,0.0014,2.545e-06,0.0018,0.0035,359
1396,3.0,-135.0,4.5866,34.5583,-0.0076,0.01584,-9e-05,0.00034,7.633e-06,0.0018,0.0015,174
1397,5.0,-135.0,4.591,34.5588,-0.01044,-0.01605,0.00106,0.00083,1.2711e-05,-0.0021,0.0005,242
1398,7.0,-135.0,4.6046,34.5599,-0.01022,0.01488,0.00122,-0.00022,1.7774e-05,0.0001,0.0008,202
1399,9.0,-135.0,4.5712,34.5596,-0.00198,-0.0361,0.00018,-0.00031,2.2815e-05,0.0037,0.0038,239
1400,11.0,-135.0,4.543,34.5559,-0.00826,0.01676,-0.00068,-0.00346,2.7828e-05,-0.0034,0.0035,206
1401,13.0,-135.0,4.5156,34.5459,-0.01485,-0.04715,0.00085,-0.00473,3.2807e-05,-0.0152,0.0037,112
1403,17.0,-135.0,4.4099,34.5236,-0.01112,-0.01551,-0.00118,-0.00264,4.264e-05,-0.0088,0.0012,182
1404,19.0,-135.0,4.3518,34.5177,-0.00767,-0.04083,0.00055,-0.00336,4.7482e-05,-0.0041,-0.0013,203
1405,21.0,-135.0,4.2742,34.5089,0.00218,-0.01883,-0.00026,-0.00399,5.2265e-05,0.0016,0.001,296
1408,27.0,-135.0,3.8867,34.4733,0.011,-0.07522,0.00189,-0.00892,6.6211e-05,0.0039,-0.0005,216
1409,29.0,-135.0,3.7895,34.4524,0.01606,-0.0079,0.00503,-0.00838,7.0706e-05,0.0017,-0.0002,334
1411,33.0,-135.0,3.704,34.4225,0.01155,-0.00854,0.00279,-0.00628,7.9431e-05,0.0035,-0.0073,174
1412,35.0,-135.0,3.6841,34.4105,0.03618,-0.04445,0.00615,-0.00547,8.3652e-05,-0.0019,-0.0005,438
1419,51.0,-135.0,3.1119,34.3681,0.05119,0.05346,0.00054,-0.00324,0.000113341,-0.0001,0.0037,174
1423,-63.0,-133.0,1.6038,34.7286,0.14216,0.01075,-0.00167,-0.00046,-0.000129946,-0.0011,-0.0117,74
1426,-57.0,-133.0,2.2289,34.6521,0.05915,0.05433,-0.01713,-0.01647,-0.000122313,0.0239,-0.0279,103
1427,-55.0,-133.0,2.4576,34.5678,0.10084,0.34274,-0.0212,-0.10113,-0.000119467,0.0995,-0.0322,146
1428,-53.0,-133.0,3.795,34.346,0.10363,0.59635,-0.01876,-0.05118,-0.000116475,0.1077,-0.0229,179
1429,-51.0,-133.0,4.6455,34.3082,-0.11398,0.23868,0.0017,-0.00177,-0.000113341,0.044,0.02,186
1430,-49.0,-133.0,4.7917,34.3083,-0.04866,-0.08984,-0.00071,0.00078,-0.000110068,-0.0062,0.0076,152
1432,-45.0,-133.0,4.4998,34.3137,-0.05884,-0.023,0.00046,0.00026,-0.000103126,-0.0131,0.0046,187
1434,-41.0,-133.0,4.6989,34.3131,0.00642,0.01307,-0.00291,5e-05,-9.5681e-05,-0.0006,0.0008,171
1435,-39.0,-133.0,4.7586,34.3105,0.00527,0.05012,-0.00131,-0.00138,-9.1781e-05,0.0001,0.0061,271
1436,-37.0,-133.0,4.7897,34.3096,-0.02675,-0.05545,0.00065,0.00114,-8.777e-05,-0.0028,0.003,319
1437,-35.0,-133.0,4.6593,34.3138,-0.02564,-0.02222,-0.00011,0.00011,-8.3652e-05,-0.0108,0.0035,169
1438,-33.0,-133.0,4.6345,34.3124,-0.01829,-0.01412,-0.00016,-0.00022,-7.9431e-05,-0.0019,0.0027,160
1439,-31.0,-133.0,4.5512,34.3149,-0.02832,-0.06121,0.00122,0.00318,-7.5114e-05,-0.0106,-0.0014,201
1440,-29.0,-133.0,4.4189,34.3252,-0.002,-0.05481,-0.00178,0.00584,-7.0706e-05,-0.0078,0.0035,204
1442,-25.0,-133.0,4.2136,34.3739,0.00749,-0.03269,0.00428,0.01903,-6.1635e-05,-0.008,0.0,106
1443,-23.0,-133.0,4.1749,34.4255,0.01479,0.02222,0.0024,0.02442,-5.6985e-05,-0.0003,-0.0013,172
1446,-17.0,-133.0,4.3482,34.5141,-0.00922,0.01003,-0.00115,0.00505,-4.264e-05,-0.0004,0.0014,216
1447,-15.0,-133.0,4.3764,34.5164,-0.00344,0.01826,-0.0007,-0.00016,-3.7747e-05,0.003,0.001,221
1448,-13.0,-133.0,4.4127,34.5209,-0.01313,0.02691,0.0024,0.0021,-3.2807e-05,-0.003,-0.0012,286
1449,-11.0,-133.0,4.4624,34.5271,0.00389,0.00309,0.00152,0.00478,-2.7828e-05,-0.0058,0.0006,226
1450,-9.0,-133.0,4.4799,34.5389,0.00199,0.01751,0.00053,0.00396,-2.2815e-05,0.0028,0.0002,326
1451,-7.0,-133.0,4.4859,34.5433,0.00322,-0.00438,0.00043,0.00193,-1.7774e-05,0.0089,-0.0001,286
1452,-5.0,-133.0,4.5345,34.5467,0.00213,0.04141,0.00046,0.00051,-1.2711e-05,0.0041,-0.0025,154
1453,-3.0,-133.0,4.5464,34.551,0.00467,-0.02487,-0.00024,0.00239,-7.633e-06,-0.0144,0.001,184
1455,1.0,-133.0,4.5828,34.5555,-0.00868,-0.00633,0.00013,0.00087,2.545e-06,0.0037,0.0038,300
1456,3.0,-133.0,4.5875,34.5575,0.00158,0.01385,-0.00023,0.00018,7.633e-06,0.0077,0.0016,212
1457,5.0,-133.0,4.5848,34.5609,-0.00195,-0.01165,0.0003,0.00275,1.2711e-05,-0.0048,0.0009,188
1458,7.0,-133.0,4.5849,34.5629,-0.00253,0.00528,0.00086,-7e-05,1.7774e-05,-0.0033,0.0022,188
1459,9.0,-133.0,4.5843,34.5596,0.00822,-0.01386,-0.00021,-0.00359,2.2815e-05,0.0044,0.0007,291
1460,11.0,-133.0,4.5201,34.553,-0.00885,-0.00889,-0.00072,-0.00196,2.7828e-05,-0.0114,-0.0012,200
1461,13.0,-133.0,4.5032,34.5478,-0.00659,-0.0216,0.00079,-0.00284,3.2807e-05,-0.0072,0.0013,108
1462,15.0,-133.0,4.4648,34.5358,9e-05,-0.03538,0.002,-0.00776,3.7747e-05,0.0029,-0.0008,146
1463,17.0,-133.0,4.3868,34.5236,-0.00056,-0.01283,0.0008,-0.00164,4.264e-05,-0.0069,0.0012,207
1464,19.0,-133.0,4.3501,34.5197,0.01612,-0.03025,0.00034,-0.00394,4.7482e-05,-0.0031,-0.0009,178
1465,21.0,-133.0,4.2878,34.5094,0.01477,-0.01622,0.00143,-0.00431,5.2265e-05,-0.0022,0.0007,247
1466,23.0,-133.0,4.2024,34.5016,0.01323,-0.06025,-0.00021,-0.00311,5.6985e-05,0.0033,-0.0035,174
1468,27.0,-133.0,3.9195,34.4761,0.02921,-0.08093,0.00168,-0.00614,6.6211e-05,0.0041,0.003,218
1469,29.0,-133.0,3.8103,34.461,0.01745,-0.01885,0.00408,-0.00675,7.0706e-05,-0.0001,0.0009,421
1471,33.0,-133.0,3.7297,34.4313,0.01169,-0.00608,0.00682,-0.00466,7.9431e-05,0.0046,0.0022,182
1472,35.0,-133.0,3.7069,34.4208,-0.00126,-0.02559,0.0055,-0.00402,8.3652e-05,-0.004,-0.0013,318
1473,37.0,-133.0,3.6129,34.413,0.03234,-0.03588,0.00618,-0.00495,8.777e-05,-0.0019,-0.0,267
1474,39.0,-133.0,3.5413,34.3989,0.02997,-0.03878,0.00754,-0.00566,9.1781e-05,0.0069,-0.0031,147
1475,41.0,-133.0,3.4948,34.3846,0.0134,-0.0155,0.00823,-0.00476,9.5681e-05,-0.0012,-0.0004,249
1476,43.0,-133.0,3.4397,34.3845,0.0249,-0.03198,0.00757,0.00175,9.9464e-05,0.0045,-0.0018,114
1478,47.0,-133.0,3.2044,34.3687,0.0391,-0.06511,0.00527,-0.004,0.000106662,-0.0008,0.001,38
1479,49.0,-133.0,3.0882,34.3709,0.04886,-0.0061,0.00261,0.00383,0.000110068,0.0069,-0.0057,99
1483,-63.0,-131.0,1.7271,34.7255,0.10487,0.0189,-0.00419,-0.00014,-0.000129946,-0.0033,-0.0243,79
1484,-61.0,-131.0,1.7294,34.7288,0.07027,0.03882,-0.00109,-0.00149,-0.000127556,0.0218,-0.0099,140
1485,-59.0,-131.0,2.048,34.6848,0.10599,0.20586,-0.02073,-0.03628,-0.000125011,0.043,-0.0284,145
1486,-57.0,-131.0,2.3045,34.6262,0.06108,0.02131,-0.02175,-0.00967,-0.000122313,0.0148,-0.0231,144
1487,-55.0,-131.0,2.6876,34.5206,0.25417,0.51679,-0.04907,-0.12136,-0.000119467,0.1353,-0.0674,145
1488,-53.0,-131.0,3.8894,34.3252,0.06055,0.33016,-0.01183,-0.02269,-0.000116475,0.048,-0.008,175
1489,-51.0,-131.0,4.5069,34.3113,-0.0465,0.272,0.00157,-0.00424,-0.000113341,0.0436,-0.0015,211
1490,-49.0,-131.0,4.712,34.3074,-0.05306,-0.07374,-0.00039,0.00058,-0.000110068,-0.0032,0.0021,242
1491,-47.0,-131.0,4.5211,34.3093,-0.07236,-0.07491,0.00113,0.00252,-0.000106662,-0.0089,0.0049,237
1492,-45.0,-131.0,4.4307,34.3144,-0.03207,0.02975,-4e-05,-0.00015,-0.000103126,-0.0021,0.0029,329
1493,-43.0,-131.0,4.5844,34.3106,-0.02795,0.07515,-0.00024,-0.00167,-9.9464e-05,0.0033,0.0046,193
1494,-41.0,-131.0,4.6876,34.3086,-0.03344,0.01643,-0.00114,0.00049,-9.5681e-05,-0.0037,0.0018,172
1500,-29.0,-131.0,4.3957,34.3247,-0.01335,-0.05355,0.00105,0.00593,-7.0706e-05,-0.0095,0.0032,228
1501,-27.0,-131.0,4.2788,34.3461,-0.0241,-0.0456,0.00161,0.01361,-6.6211e-05,-0.0044,0.001,224
1503,-23.0,-131.0,4.2039,34.4303,0.01256,0.03144,0.00284,0.02318,-5.6985e-05,0.0028,-0.0007,132
1504,-21.0,-131.0,4.241,34.4781,-0.01426,-0.00658,0.00176,0.01859,-5.2265e-05,-0.0007,-0.0011,185
1505,-19.0,-131.0,4.2496,34.5051,-0.01055,0.04182,0.0017,0.00422,-4.7482e-05,-0.0,0.0009,283
1506,-17.0,-131.0,4.3408,34.5138,0.00884,0.02227,0.00112,0.00443,-4.264e-05,-0.0004,0.0003,294
1507,-15.0,-131.0,4.3796,34.5173,0.01131,0.00914,0.0015,0.00128,-3.7747e-05,0.0007,0.0004,245
1508,-13.0,-131.0,4.4011,34.5228,0.0185,0.02819,-0.00014,0.00304,-3.2807e-05,0.0011,0.0014,308
1509,-11.0,-131.0,4.4676,34.5305,0.00028,0.00834,0.00018,0.00282,-2.7828e-05,-0.0109,0.0008,257
1512,-5.0,-131.0,4.5428,34.5464,-0.00461,0.03319,0.00028,0.00185,-1.2711e-05,0.0016,0.0013,142
1513,-3.0,-131.0,4.5475,34.5517,0.0014,-0.03074,0.00046,0.00222,-7.633e-06,-0.0155,-0.0011,210
1514,-1.0,-131.0,4.5462,34.5542,-0.00235,0.03122,5e-05,0.00076,-2.545e-06,0.0062,0.0014,219
1515,1.0,-131.0,4.5899,34.5556,0.00527,-0.00212,3e-05,0.00068,2.545e-06,-0.0005,-0.0021,292
1516,3.0,-131.0,4.5946,34.558,0.01112,0.01592,0.00039,0.00061,7.633e-06,-0.0007,0.0017,180
1517,5.0,-131.0,4.5932,34.5617,0.01326,-0.00961,0.00044,0.00243,1.2711e-05,-0.0047,0.003,205
1518,7.0,-131.0,4.5936,34.5632,0.00764,0.00097,-0.00044,-0.00027,1.7774e-05,-0.0022,-0.0003,235
1519,9.0,-131.0,4.5798,34.5598,-0.0154,-0.02421,0.00023,-0.00272,2.2815e-05,0.0008,-0.001,292
1520,11.0,-131.0,4.5063,34.5538,-0.00655,-0.00571,0.00108,-0.00278,2.7828e-05,-0.0101,0.0001,209
1521,13.0,-131.0,4.5117,34.5475,0.01807,-0.01064,-0.00085,-0.00276,3.2807e-05,-0.0037,-0.0047,122
1522,15.0,-131.0,4.4702,34.5369,0.01941,-0.04676,-0.00061,-0.00654,3.7747e-05,0.0024,0.0036,144
1523,17.0,-131.0,4.4001,34.5257,0.00158,-0.00043,0.00223,-0.0031,4.264e-05,-0.0037,-0.0022,179
1524,19.0,-131.0,4.384,34.5189,0.00012,-0.02394,0.00038,-0.00322,4.7482e-05,-0.0022,-0.0015,159
1525,21.0,-131.0,4.3125,34.5117,0.00152,-0.03038,0.0005,-0.00391,5.2265e-05,-0.0038,0.0009,242
1527,25.0,-131.0,4.1069,34.4902,0.01938,-0.05495,-0.00026,-0.0077,6.1635e-05,-0.0009,0.0,147
1528,27.0,-131.0,3.9809,34.4778,0.02004,-0.05159,-0.00027,-0.00349,6.6211e-05,0.0013,-0.0004,366
1529,29.0,-131.0,3.867,34.4672,0.02341,-0.04903,0.00098,-0.00643,7.0706e-05,0.0007,0.0009,462
1531,33.0,-131.0,3.7502,34.4411,0.01147,0.0036,0.00334,-0.00408,7.9431e-05,0.001,-0.0023,192
1532,35.0,-131.0,3.7242,34.43,0.02223,-0.03707,0.00395,-0.0056,8.3652e-05,-0.0033,-0.0,256
1534,39.0,-131.0,3.5623,34.4073,-0.00179,-0.02666,0.0037,-0.00684,9.1781e-05,0.0013,0.0004,267
1535,41.0,-131.0,3.5056,34.3966,0.00781,-0.02581,0.00708,-0.00263,9.5681e-05,-0.0011,-0.002,249
1536,43.0,-131.0,3.4905,34.3938,0.04211,-0.01334,0.00561,-0.00102,9.9464e-05,0.0005,0.001,186
1537,45.0,-131.0,3.3847,34.391,0.02834,-0.06385,0.00598,-0.00387,0.000103126,-0.002,0.0011,447
1538,47.0,-131.0,3.2608,34.3774,0.04124,-0.03665,0.00541,-0.00509,0.000106662,0.0007,-0.0034,230
1539,49.0,-131.0,3.1981,34.3744,0.09992,-0.00992,0.00411,0.00106,0.000110068,0.0024,0.0021,150
1540,51.0,-131.0,3.2905,34.3688,0.0938,0.07271,-0.00034,-0.00855,0.000113341,-0.006,0.0052,215
1541,-71.0,-129.0,1.2474,34.7278,-0.05358,0.02374,-0.00262,-0.00036,-0.000137896,-0.0023,-0.005,18
1544,-61.0,-129.0,1.79,34.7267,0.05213,0.05527,-0.00359,-0.00616,-0.000127556,0.0347,-0.0181,106
1546,-57.0,-129.0,2.3763,34.6016,0.05043,0.03803,-0.01913,-0.0131,-0.000122313,0.0125,-0.0111,156
1547,-55.0,-129.0,3.0434,34.453,0.2572,0.64021,-0.05113,-0.12461,-0.000119467,0.1268,-0.0643,163
1548,-53.0,-129.0,3.9376,34.3152,0.00204,0.14972,-0.00327,-0.00198,-0.000116475,0.0163,0.0027,196
1549,-51.0,-129.0,4.4729,34.3108,-0.04094,0.24085,-0.00172,-0.00494,-0.000113341,0.035,0.0045,235
1550,-49.0,-129.0,4.6176,34.3081,-0.08055,-0.04615,0.0011,0.00109,-0.000110068,0.0013,0.0044,350
1551,-47.0,-129.0,4.4182,34.3122,-0.05927,-0.08856,0.00149,0.00185,-0.000106662,-0.0143,0.0042,285
1552,-45.0,-129.0,4.3895,34.3134,-0.01654,0.05217,-0.00091,-0.0006,-0.000103126,0.0018,0.0039,284
1553,-43.0,-129.0,4.5487,34.3107,0.00168,0.06803,-0.00037,-0.00108,-9.9464e-05,0.001,-0.0019,184
1555,-39.0,-129.0,4.6794,34.3081,-0.01353,0.02702,-0.00103,-0.00023,-9.1781e-05,-0.0047,0.0018,223
1557,-35.0,-129.0,4.6144,34.3115,-0.01977,-0.02937,-0.00016,0.00158,-8.3652e-05,0.0015,0.0022,141
1558,-33.0,-129.0,4.5802,34.311,-0.01864,-0.04155,-0.00064,0.00107,-7.9431e-05,-0.0068,-0.0023,107
1559,-31.0,-129.0,4.455,34.3177,-0.00673,-0.03705,-5e-05,0.00319,-7.5114e-05,-0.0075,0.0015,220
1560,-29.0,-129.0,4.3669,34.3279,-0.02326,-0.06299,0.00173,0.00734,-7.0706e-05,-0.0102,-0.0025,289
1561,-27.0,-129.0,4.2464,34.3505,-0.01022,-0.04436,0.00312,0.01377,-6.6211e-05,-0.0092,0.0018,199
1563,-23.0,-129.0,4.1978,34.432,-0.03538,0.06684,-0.00211,0.02595,-5.6985e-05,0.0031,0.0006,158
1564,-21.0,-129.0,4.2206,34.4833,-0.01339,-0.03011,0.00117,0.01822,-5.2265e-05,-0.004,-0.0016,101
1565,-19.0,-129.0,4.2436,34.5084,-0.00268,0.06195,0.00093,0.00346,-4.7482e-05,-0.0042,0.0001,181
1568,-13.0,-129.0,4.4317,34.5246,0.00013,0.02531,0.00084,0.00307,-3.2807e-05,-0.0003,0.0,255
1569,-11.0,-129.0,4.4645,34.5302,-0.00994,-0.00185,0.00029,0.00236,-2.7828e-05,-0.0078,0.0005,359
1570,-9.0,-129.0,4.4809,34.5385,0.00068,0.0142,0.00042,0.00391,-2.2815e-05,0.0085,0.0014,404
1571,-7.0,-129.0,4.4881,34.5434,0.0078,0.00327,-0.00037,0.00139,-1.7774e-05,0.0079,0.0014,404
1572,-5.0,-129.0,4.5281,34.5461,0.00352,0.0263,-0.00127,0.00172,-1.2711e-05,0.0025,0.0005,164
1573,-3.0,-129.0,4.5505,34.552,9e-05,-0.01335,-4e-05,0.00193,-7.633e-06,-0.0269,-0.0008,175
1577,5.0,-129.0,4.6079,34.5621,0.0005,-0.03099,4e-05,0.00175,1.2711e-05,-0.0078,0.0022,167
1578,7.0,-129.0,4.6095,34.5615,-0.00046,0.00931,-0.00057,-0.00076,1.7774e-05,-0.003,-0.0015,375
1579,9.0,-129.0,4.5532,34.5595,-0.0031,-0.04117,-5e-05,-0.00231,2.2815e-05,0.004,0.0002,366
1580,11.0,-129.0,4.5152,34.5534,0.01173,0.00146,-0.00128,-0.00198,2.7828e-05,-0.0084,-0.0032,345
1581,13.0,-129.0,4.5074,34.5476,-0.01929,-0.01229,0.00023,-0.00416,3.2807e-05,-0.0063,0.001,86
1582,15.0,-129.0,4.4809,34.5397,-0.01875,-0.03409,0.00251,-0.00222,3.7747e-05,-0.0008,-0.0024,119
