cell_id,lat,lon,obs_u,obs_v,obs_speed
1424,-61.0,-133.0,0.0117,-0.0157,0.019580091930325557
1425,-59.0,-133.0,0.0399,-0.0291,0.049384410495620985
1431,-47.0,-133.0,-0.0133,0.0076,0.015318289721767244
1433,-43.0,-133.0,0.006,-0.0024,0.006462197768561405
1441,-27.0,-133.0,-0.0121,0.0011,0.012149897118905987
1444,-21.0,-133.0,-0.0036,-0.0029,0.004622769732530487
1445,-19.0,-133.0,0.0027,0.0005,0.002745906043549196
1454,-1.0,-133.0,0.0058,0.0005,0.005821511831131153
1467,25.0,-133.0,0.0013,0.0038,0.00401621712560464
1470,31.0,-133.0,0.0035,0.0022,0.004134005321718878
1477,45.0,-133.0,-0.0028,-0.0023,0.0036235341863986876
1480,51.0,-133.0,-0.0078,0.0022,0.008104319835741924
1481,-71.0,-131.0,-0.0022,-0.0002,0.002209072203437452
1482,-65.0,-131.0,0.0129,-0.0089,0.01567226850203888
1495,-39.0,-131.0,-0.001,0.0051,0.005197114584074514
1496,-37.0,-131.0,-0.0052,0.0074,0.00904433524367601
1497,-35.0,-131.0,-0.0034,0.0054,0.006381222453417527
1498,-33.0,-131.0,-0.0058,0.0004,0.005813776741499453
1499,-31.0,-131.0,-0.0097,0.0043,0.010610372283760829
1502,-25.0,-131.0,-0.0098,0.0042,0.010662082348209471
1510,-9.0,-131.0,0.0073,0.0,0.0073
1511,-7.0,-131.0,0.0108,0.0001,0.010800462953040485
1526,23.0,-131.0,0.0022,0.0037,0.004304648650006177
1530,31.0,-131.0,0.0031,-0.0016,0.0034885527085024817
1533,37.0,-131.0,0.0005,0.002,0.00206155281280883
1542,-65.0,-129.0,0.017,-0.0045,0.017585505395068975
1543,-63.0,-129.0,-0.0053,-0.0137,0.014689451997947372
1545,-59.0,-129.0,0.052,-0.0187,0.055260202677876596
1554,-41.0,-129.0,0.0009,0.0028,0.0029410882339705484
1556,-37.0,-129.0,-0.0031,-0.0018,0.003584689665786984
1562,-25.0,-129.0,-0.0101,0.0015,0.01021077861869505
1566,-17.0,-129.0,0.0003,0.0017,0.0017262676501632068
1567,-15.0,-129.0,0.0027,-0.0019,0.003301514803843836
1574,-1.0,-129.0,0.0038,0.0016,0.00412310562561766
1575,1.0,-129.0,-0.0068,-0.0031,0.0074732857566133515
1576,3.0,-129.0,-0.008,-0.0003,0.008005623023850173
1587,25.0,-129.0,0.0049,-0.0063,0.007981227975693965
1589,29.0,-129.0,0.002,-0.0015,0.0025
1593,37.0,-129.0,-0.0008,-0.0064,0.0064498061986388395
1594,39.0,-129.0,0.0028,-0.0034,0.0044045431091090485
1599,49.0,-129.0,-0.0019,0.0019,0.002687005768508881
1605,-59.0,-127.0,0.0404,-0.0156,0.043307274215771185
1607,-55.0,-127.0,0.1075,-0.035,0.11305419054595013
1617,-35.0,-127.0,-0.0019,0.0037,0.004159326868617084
1618,-33.0,-127.0,-0.0023,0.0003,0.0023194827009486406
1619,-31.0,-127.0,-0.0051,0.0022,0.005554277630799527
1620,-29.0,-127.0,-0.0038,0.0008,0.00388329756778952
1632,-5.0,-127.0,0.0107,-0.0004,0.010707474025184464
1633,-3.0,-127.0,-0.0227,0.0007,0.02271079038695043
1634,-1.0,-127.0,0.0083,-0.0027,0.008728115489611719
1637,5.0,-127.0,-0.0105,0.0005,0.01051189802081432
1640,11.0,-127.0,-0.0038,0.0021,0.004341658669218482
1647,25.0,-127.0,0.0007,-0.0008,0.0010630145812734648
1649,29.0,-127.0,0.002,-0.0008,0.0021540659228538013
1650,31.0,-127.0,-0.0014,0.0001,0.00140356688476182
1651,33.0,-127.0,-0.0022,-0.0012,0.0025059928172283335
1652,35.0,-127.0,-0.006,-0.0015,0.006184658438426491
1657,45.0,-127.0,-0.0013,0.0009,0.0015811388300841897
1668,-51.0,-125.0,0.0277,0.0089,0.02909467305195231
1669,-49.0,-125.0,0.0098,0.0057,0.011337107214805724
1672,-43.0,-125.0,0.0014,0.0021,0.0025238858928247924
1677,-33.0,-125.0,-0.0034,0.0052,0.0062128898268036265
1678,-31.0,-125.0,-0.0048,0.0035,0.0059405386961116574
1683,-21.0,-125.0,-0.0008,-0.0011,0.0013601470508735444
1684,-19.0,-125.0,0.003,-0.0013,0.003269556544854363
1686,-15.0,-125.0,-0.0008,-0.0014,0.0016124515496597099
1691,-5.0,-125.0,0.0121,-0.0008,0.012126417442921878
1693,-1.0,-125.0,0.0196,-0.0053,0.020303940504246953
1694,1.0,-125.0,-0.0131,0.0008,0.013124404748406688
1696,5.0,-125.0,-0.0055,-0.0008,0.005557877292636101
1703,19.0,-125.0,-0.0072,0.0004,0.007211102550927978
1707,27.0,-125.0,0.002,-0.0003,0.002022374841615668
1710,33.0,-125.0,-0.0023,0.0017,0.002860069929215018
1712,37.0,-125.0,0.0003,0.0019,0.0019235384061671345
1714,-69.0,-123.0,0.005,0.0092,0.01047091209016674
1715,-67.0,-123.0,0.0032,-0.0045,0.005521775076911409
1716,-65.0,-123.0,0.0329,0.0043,0.03317981313991988
1718,-61.0,-123.0,0.0208,0.0106,0.023345235059857503
1722,-53.0,-123.0,0.04,0.0185,0.04407096549884062
1723,-51.0,-123.0,0.0257,0.0234,0.03475701368069472
1725,-47.0,-123.0,-0.0059,0.0049,0.007669419795525604
1726,-45.0,-123.0,0.0065,0.0031,0.0072013887549555325
1727,-43.0,-123.0,0.0012,0.0023,0.0025942243542145696
1728,-41.0,-123.0,-0.0037,0.0039,0.005375872022286245
1730,-37.0,-123.0,-0.0031,0.0043,0.005300943312279429
1733,-31.0,-123.0,-0.0098,0.0035,0.010406248123122954
1735,-27.0,-123.0,-0.0079,0.0035,0.00864060183089118
1739,-19.0,-123.0,0.0022,-0.0026,0.0034058772731852802
1742,-13.0,-123.0,-0.0083,-0.0026,0.008697700845625813
1746,-5.0,-123.0,0.0166,-0.0003,0.016602710622064098
1747,-3.0,-123.0,-0.0192,-0.0002,0.01920104163841118
1748,-1.0,-123.0,0.0226,-0.0007,0.022610838109190026
1749,1.0,-123.0,-0.008,-0.0012,0.008089499366462673
1754,11.0,-123.0,0.0008,0.0009,0.0012041594578792295
1758,19.0,-123.0,-0.0035,-0.0014,0.003769615364994153
1760,23.0,-123.0,-0.0031,0.0007,0.0031780497164141407
1762,27.0,-123.0,-0.0,0.0004,0.0004
1764,31.0,-123.0,0.0034,-0.0029,0.004468780594300866
1774,-55.0,-121.0,0.0089,0.0159,0.018221415971323415
1775,-53.0,-121.0,0.0313,0.0122,0.03359360058106306
1778,-47.0,-121.0,-0.0039,0.004,0.005586591089385369
1783,-37.0,-121.0,0.0021,0.0042,0.004695742752749558
1785,-33.0,-121.0,-0.0039,0.0039,0.00551543289325507
1787,-29.0,-121.0,-0.0053,-0.002,0.005664803615307418
1789,-25.0,-121.0,-0.0144,-0.0011,0.01444195277654653
1792,-19.0,-121.0,-0.0004,0.0003,0.0005
1799,-5.0,-121.0,0.0118,-0.0015,0.011894956914592
1801,-1.0,-121.0,0.0149,-0.002,0.015033628969746459
1803,3.0,-121.0,-0.0074,-0.0035,0.008185963596303126
1804,5.0,-121.0,-0.0008,-0.0014,0.0016124515496597099
1807,11.0,-121.0,0.0019,-0.0015,0.002420743687382041
1817,31.0,-121.0,-0.0014,-0.0021,0.0025238858928247924
1822,-63.0,-119.0,0.0088,-0.0235,0.02509362468835461
1828,-51.0,-119.0,0.0495,0.0403,0.0638305569457137
1839,-29.0,-119.0,-0.0034,-0.0004,0.003423448553724738
1842,-23.0,-119.0,0.001,-0.0023,0.0025079872407968904
1843,-21.0,-119.0,0.0034,0.0004,0.003423448553724738
1848,-11.0,-119.0,-0.0082,-0.0,0.0082
1850,-7.0,-119.0,-0.0015,0.0019,0.002420743687382041
1852,-3.0,-119.0,-0.0207,-0.0017,0.020769689453624483
1855,3.0,-119.0,-0.0087,0.0006,0.00872066511224918
1859,11.0,-119.0,-0.0022,-0.0001,0.0022022715545545243
1861,15.0,-119.0,0.0002,0.0019,0.00191049731745428
1864,21.0,-119.0,0.0108,-0.0016,0.010917875251164945
1873,-61.0,-117.0,0.0142,-0.0173,0.02238146554629522
1876,-55.0,-117.0,0.0137,-0.0004,0.013705838172107535
1877,-53.0,-117.0,0.0221,-0.0175,0.02818971443629751
1879,-49.0,-117.0,0.0463,0.0075,0.04690351799172424
1882,-43.0,-117.0,0.0011,0.0039,0.004052159917870962
1883,-41.0,-117.0,0.001,0.0043,0.004414748010928823
1885,-37.0,-117.0,0.0004,0.001,0.0010770329614269007
1886,-35.0,-117.0,-0.0002,0.0015,0.0015132745950421555
1888,-31.0,-117.0,-0.0094,0.0016,0.009535197952848174
1894,-19.0,-117.0,-0.0009,0.0002,0.0009219544457292888
1898,-11.0,-117.0,-0.0075,-0.001,0.007566372975210778
1910,13.0,-117.0,-0.0033,-0.0022,0.003966106403010389
1912,17.0,-117.0,0.0031,-0.0009,0.0032280024783137946
1913,19.0,-117.0,-0.0012,-0.0014,0.0018439088914585773
1918,29.0,-117.0,-0.0023,-0.0043,0.004876474136094644
1919,-67.0,-115.0,0.0081,-0.0242,0.02551960031034969
1920,-65.0,-115.0,0.017,0.0093,0.019377564346429094
1922,-61.0,-115.0,0.0125,-0.0021,0.01267517258265149
1923,-59.0,-115.0,0.0291,-0.017,0.03370178036840191
1926,-53.0,-115.0,0.0268,-0.0687,0.07374232163418779
1930,-45.0,-115.0,0.0066,0.002,0.006896375859826667
1931,-43.0,-115.0,-0.004,0.002,0.004472135954999579
1934,-37.0,-115.0,-0.0046,0.004,0.006095900261651269
1936,-33.0,-115.0,-0.004,0.0031,0.005060632371551998
1939,-27.0,-115.0,-0.0119,0.0015,0.011994165248152954
1942,-21.0,-115.0,0.0017,0.0014,0.0022022715545545243
1945,-15.0,-115.0,-0.0043,-0.0005,0.004328972164382673
1946,-13.0,-115.0,-0.0008,0.0016,0.0017888543819998318
1947,-11.0,-115.0,-0.0035,0.001,0.0036400549446402595
1954,3.0,-115.0,-0.0121,-0.0032,0.012515989773086267
1958,11.0,-115.0,-0.0018,0.0029,0.0034132096331752023
1959,13.0,-115.0,-0.0055,0.0028,0.006171709649683789
1960,15.0,-115.0,0.0007,-0.0006,0.0009219544457292887
1963,21.0,-115.0,0.0015,-0.0005,0.0015811388300841897
1966,-69.0,-113.0,0.0051,-0.0062,0.008028075734570522
1967,-67.0,-113.0,0.0355,-0.0117,0.037378335971522327
1971,-59.0,-113.0,0.0424,0.002,0.042447143602367406
1973,-55.0,-113.0,0.0645,0.0009,0.06450627876416373
1974,-53.0,-113.0,0.0424,0.0092,0.04338663388648629
1976,-49.0,-113.0,-0.003,0.01,0.01044030650891055
1979,-43.0,-113.0,0.0039,0.0032,0.005044799302251776
1982,-37.0,-113.0,-0.0047,0.0027,0.005420332093147061
1990,-21.0,-113.0,0.0042,0.0005,0.00422965719651132
1992,-17.0,-113.0,-0.0103,-0.0015,0.010408650248711406
2003,5.0,-113.0,0.0006,-0.0004,0.0007211102550927979
2007,13.0,-113.0,-0.0048,-0.002,0.0052
2008,15.0,-113.0,0.001,-0.0007,0.0012206555615733702
2011,21.0,-113.0,0.0062,-0.0064,0.008910667763978185
2012,23.0,-113.0,-0.0039,0.0023,0.004527692569068708
2013,-69.0,-111.0,-0.0018,-0.0047,0.005032891812864647
2014,-67.0,-111.0,0.032,0.0167,0.036095567594927776
2015,-65.0,-111.0,0.0238,0.0048,0.024279209212822398
2020,-55.0,-111.0,0.0493,-0.0099,0.0502841923470985
2021,-53.0,-111.0,0.0227,-0.0045,0.02314173718630475
2026,-43.0,-111.0,-0.0056,0.0065,0.008579627031520659
2027,-41.0,-111.0,0.0014,0.0026,0.00295296461204668
2032,-31.0,-111.0,-0.0059,0.0031,0.006664833081180653
2033,-29.0,-111.0,-0.0073,0.003,0.007892401408950258
2041,-13.0,-111.0,0.0008,-0.0003,0.0008544003745317531
2044,-7.0,-111.0,-0.002,0.0012,0.00233238075793812
2047,-1.0,-111.0,0.0122,0.001,0.012240914998479485
2049,3.0,-111.0,-0.0048,0.0036,0.005999999999999999
2051,7.0,-111.0,0.0059,-0.0007,0.005941380311005179
2053,11.0,-111.0,0.0023,-0.0015,0.002745906043549196
2055,15.0,-111.0,0.0061,-0.0079,0.009980981915623332
2056,17.0,-111.0,-0.0021,-0.0008,0.002247220505424423
2059,-69.0,-109.0,-0.0048,0.007,0.008487638069569177
2067,-53.0,-109.0,0.0217,-0.0094,0.023648467180770936
2073,-41.0,-109.0,0.0024,0.0026,0.0035383612025908263
2074,-39.0,-109.0,0.0048,0.0008,0.004866210024238576
2081,-23.0,-109.0,0.0026,-0.0007,0.002692582403567252
2087,-11.0,-109.0,-0.0068,-0.0001,0.006800735254367722
2091,-3.0,-109.0,-0.0187,-0.001,0.01872671887971836
2094,3.0,-109.0,-0.0024,-0.0026,0.0035383612025908263
2095,5.0,-109.0,0.0122,-0.001,0.012240914998479485
2097,9.0,-109.0,-0.0091,-0.0001,0.009100549433962764
2100,15.0,-109.0,0.0044,0.0013,0.004588027898781785
2110,-57.0,-107.0,0.0447,-0.007,0.04524477870428807
2111,-55.0,-107.0,0.0368,0.0047,0.03709892181721728
2112,-53.0,-107.0,0.0177,-0.0034,0.018023595645708435
2113,-51.0,-107.0,0.0189,-0.0003,0.018902380802428037
2118,-41.0,-107.0,0.0064,-0.0009,0.006462971452822611
2122,-33.0,-107.0,-0.0069,0.0012,0.0070035705179572515
2130,-17.0,-107.0,-0.0038,-0.0011,0.003956008088970496
2134,-9.0,-107.0,0.0026,0.0007,0.002692582403567252
2135,-7.0,-107.0,-0.0023,0.0004,0.0023345235059857505
2137,-3.0,-107.0,-0.0269,0.0029,0.027055868125048215
2138,-1.0,-107.0,0.0145,0.0028,0.01476787053031005
2142,7.0,-107.0,0.0056,-0.0019,0.0059135437767890075
2147,17.0,-107.0,0.0047,0.0004,0.004716990566028301
2154,-61.0,-105.0,0.0263,-0.0003,0.026301710970961567
2155,-59.0,-105.0,0.0522,-0.0202,0.055972135924940374
2158,-53.0,-105.0,0.0147,-0.015,0.021002142747824564
2159,-51.0,-105.0,0.0094,-0.0037,0.010101980003939822
2170,-29.0,-105.0,-0.002,0.0029,0.0035227829907617074
2174,-21.0,-105.0,0.0021,-0.0008,0.002247220505424423
2177,-15.0,-105.0,-0.0153,-0.0045,0.015948040632002416
2181,-7.0,-105.0,0.0019,-0.0016,0.0024839484696748443
2183,-3.0,-105.0,-0.0299,0.003,0.030050124791754194
2187,5.0,-105.0,0.0032,-0.004,0.005122499389946279
2198,-61.0,-103.0,0.0331,-0.0169,0.03716476826242833
2199,-59.0,-103.0,0.0321,-0.004,0.03234826115883201
2200,-57.0,-103.0,0.0395,0.0029,0.039606312628165725
2211,-35.0,-103.0,-0.0026,0.0031,0.004045985664828782
2215,-27.0,-103.0,-0.0041,0.0028,0.004964876634922564
2217,-23.0,-103.0,0.0013,-0.0011,0.0017029386365926401
2218,-21.0,-103.0,0.0071,-0.0019,0.007349829930005184
2222,-13.0,-103.0,-0.0059,-0.0013,0.006041522986797286
2225,-7.0,-103.0,-0.0012,0.0039,0.004080441152620633
2226,-5.0,-103.0,0.0005,0.0005,0.0007071067811865475
2235,13.0,-103.0,-0.0039,0.0009,0.0040024992192379
2236,15.0,-103.0,0.0024,-0.0009,0.0025632011235952592
2237,-69.0,-101.0,0.018,-0.0126,0.021971800108320665
2238,-67.0,-101.0,0.0158,-0.001,0.015831613941730643
2242,-59.0,-101.0,0.0177,0.0065,0.018855768348173988
2243,-57.0,-101.0,0.0468,0.0036,0.04693825731745907
2244,-55.0,-101.0,0.0364,0.0052,0.03676955262170047
2253,-37.0,-101.0,-0.0027,-0.0007,0.002789265136196271
2256,-31.0,-101.0,0.001,-0.0039,0.004026164427839479
2264,-15.0,-101.0,-0.0031,0.0009,0.0032280024783137946
2268,-7.0,-101.0,0.0005,-0.0002,0.0005385164807134503
2269,-5.0,-101.0,0.0011,0.0028,0.0030083217912982648
2273,3.0,-101.0,-0.0004,-0.0014,0.0014560219778561037
2274,5.0,-101.0,-0.0012,0.0006,0.0013416407864998738
2284,-61.0,-99.0,0.0426,-0.0117,0.04417748295229143
2288,-53.0,-99.0,0.0083,-0.0026,0.008697700845625813
2291,-47.0,-99.0,0.0064,0.0002,0.006403124237432849
2304,-21.0,-99.0,0.0041,0.0009,0.004197618372363072
2313,-3.0,-99.0,-0.0081,-0.0003,0.008105553651663776
2315,1.0,-99.0,-0.0015,-0.0011,0.0018601075237738274
2319,9.0,-99.0,-0.0065,0.0006,0.006527633568147035
2321,13.0,-99.0,-0.0025,-0.0022,0.0033301651610693427
2326,-61.0,-97.0,0.0349,-0.0031,0.03503740857997349
2329,-55.0,-97.0,0.0359,-0.0195,0.04085413075810083
2331,-51.0,-97.0,0.0122,0.002,0.012362847568420474
2333,-47.0,-97.0,-0.0004,-0.0027,0.0027294688127912363
2337,-39.0,-97.0,0.0039,0.0025,0.004632493928760187
2340,-33.0,-97.0,-0.005,-0.0018,0.005314132102234569
2341,-31.0,-97.0,-0.0016,0.0049,0.0051546095875439485
2346,-21.0,-97.0,-0.0053,0.002,0.005664803615307418
2347,-19.0,-97.0,0.0059,-0.0025,0.006407807737440318
2349,-15.0,-97.0,-0.0019,-0.0026,0.0032202484376209236
2350,-13.0,-97.0,-0.0051,-0.0007,0.005147815070493501
2351,-11.0,-97.0,-0.0018,0.0005,0.0018681541692269405
2353,-7.0,-97.0,-0.0023,0.0,0.0023
2359,5.0,-97.0,-0.0025,0.0003,0.002517935662402834
2360,7.0,-97.0,-0.0009,-0.0037,0.0038078865529319545
2362,11.0,-97.0,0.0017,-0.0008,0.0018788294228055935
2367,-65.0,-95.0,0.0199,-0.0066,0.020965924735150607
2369,-61.0,-95.0,0.0342,0.0318,0.046699892933496114
2371,-57.0,-95.0,0.0504,0.0123,0.05187918657804881
2374,-51.0,-95.0,0.0054,-0.0026,0.005993329625508679
2380,-39.0,-95.0,0.001,0.0022,0.0024166091947189143
2382,-35.0,-95.0,-0.0066,0.0028,0.007169379331573968
2383,-33.0,-95.0,0.0004,0.0039,0.003920459156782532
2384,-31.0,-95.0,0.0001,0.0013,0.0013038404810405296
2388,-21.0,-95.0,-0.0008,-0.0007,0.0010630145812734648
2393,-11.0,-95.0,-0.0037,-0.0031,0.004827007354458868
2395,-7.0,-95.0,-0.0004,-0.0001,0.0004123105625617661
2396,-5.0,-95.0,0.0008,-0.0011,0.0013601470508735444
2402,7.0,-95.0,0.0038,-0.0004,0.00382099463490856
2406,21.0,-95.0,-0.0035,0.0022,0.004134005321718878
2408,25.0,-95.0,0.002,-0.0047,0.005107837115648854
2409,27.0,-95.0,-0.004,-0.0043,0.00587281874401041
2413,-63.0,-93.0,0.0192,0.0022,0.019325630649476875
2415,-59.0,-93.0,0.0368,0.0002,0.03680054347424777
2416,-57.0,-93.0,0.0698,-0.0037,0.06989799711007462
2417,-55.0,-93.0,0.0427,-0.0059,0.04310568407994472
2418,-53.0,-93.0,0.0047,-0.0053,0.007083784299369935
2420,-49.0,-93.0,0.0008,0.0031,0.0032015621187164245
2424,-41.0,-93.0,-0.0012,0.003,0.0032310988842807024
2426,-37.0,-93.0,-0.0028,0.0011,0.0030083217912982648
2428,-33.0,-93.0,-0.0013,0.002,0.0023853720883753125
2431,-27.0,-93.0,-0.0067,-0.0002,0.006702984409947557
2436,-17.0,-93.0,-0.0037,-0.0029,0.004701063709417263
2438,-13.0,-93.0,-0.001,-0.0016,0.0018867962264113207
2440,-9.0,-93.0,-0.0057,-0.0039,0.006906518659932803
2444,-1.0,-93.0,0.006,0.0029,0.006664082832618454
2449,9.0,-93.0,0.005,0.0079,0.009349331526906082
2457,-63.0,-91.0,0.0169,0.0038,0.017321951391226102
2458,-61.0,-91.0,0.0374,0.0018,0.03744329045369811
2462,-53.0,-91.0,0.005,0.0026,0.0056356011214421485
2466,-45.0,-91.0,0.0031,0.0032,0.0044553338819890926
2470,-37.0,-91.0,-0.0005,0.0003,0.00058309518948453
2474,-29.0,-91.0,-0.0023,0.0004,0.0023345235059857505
2476,-25.0,-91.0,0.0003,-0.0014,0.0014317821063276352
2477,-23.0,-91.0,0.0013,-0.0001,0.0013038404810405296
2480,-17.0,-91.0,-0.0102,-0.0046,0.011189280584559492
2491,7.0,-91.0,0.0003,0.001,0.001044030650891055
2498,-65.0,-89.0,0.0424,-0.0165,0.04549736256092215
2501,-59.0,-89.0,0.0565,-0.0164,0.058832049088910716
2505,-51.0,-89.0,0.0004,-0.0017,0.0017464249196572981
2506,-49.0,-89.0,0.0,0.0008,0.0008
2508,-45.0,-89.0,-0.0008,0.0023,0.002435159132377184
2512,-37.0,-89.0,0.0013,0.0055,0.0056515484603779165
2518,-25.0,-89.0,0.0022,0.0024,0.003255764119219941
2519,-23.0,-89.0,0.0013,0.0045,0.004684015371452147
2521,-19.0,-89.0,-0.0063,0.0004,0.006312685640834652
2527,-7.0,-89.0,-0.0035,-0.0024,0.004243819034784589
2529,-3.0,-89.0,-0.0029,-0.0013,0.0031780497164141403
2530,1.0,-89.0,-0.0024,0.0007,0.0025
2539,-67.0,-87.0,0.0254,0.0108,0.027600724628168732
2542,-61.0,-87.0,0.0368,-0.02,0.04188364836066696
2548,-49.0,-87.0,-0.0002,0.0007,0.0007280109889280518
2559,-27.0,-87.0,-0.0006,0.0012,0.0013416407864998738
2562,-21.0,-87.0,0.005,0.0022,0.005462600113499066
2565,-15.0,-87.0,-0.0023,-0.0002,0.002308679276123039
2566,-13.0,-87.0,0.0008,-0.0015,0.0017000000000000001
2568,-9.0,-87.0,0.0031,-0.0011,0.003289376840679705
2573,1.0,-87.0,-0.0009,0.0039,0.0040024992192379
2575,7.0,-87.0,0.0022,-0.0013,0.0025553864678361277
2577,25.0,-87.0,-0.008,0.0034,0.008692525524840292
2590,-47.0,-85.0,0.0043,0.003,0.005243090691567332
2592,-43.0,-85.0,-0.0033,0.0002,0.003306055050963308
2594,-39.0,-85.0,-0.0051,0.0054,0.007427651041883969
2596,-35.0,-85.0,0.0025,0.005,0.005590169943749474
2597,-33.0,-85.0,-0.002,0.0021,0.0029
2600,-27.0,-85.0,-0.0031,-0.0021,0.003744329045369811
2604,-19.0,-85.0,-0.0013,0.0013,0.0018384776310850235
2616,5.0,-85.0,-0.0082,-0.0035,0.008915716460273958
2620,25.0,-85.0,0.0043,-0.0092,0.010155294185792946
2631,-49.0,-83.0,0.0015,-0.0009,0.0017492855684535901
2637,-37.0,-83.0,0.0015,0.0036,0.0039
2639,-33.0,-83.0,-0.0003,-0.0005,0.00058309518948453
2649,-13.0,-83.0,0.0003,-0.0017,0.0017262676501632068
2652,-7.0,-83.0,-0.001,0.0006,0.00116619037896906
2653,-5.0,-83.0,-0.0009,-0.0003,0.0009486832980505138
2655,-1.0,-83.0,-0.0074,0.0042,0.00850881895447306
2657,3.0,-83.0,0.0025,0.0025,0.0035355339059327377
2665,-61.0,-81.0,0.066,-0.0202,0.06902202547013526
2682,-27.0,-81.0,-0.0056,0.0036,0.006657326790837295
2683,-25.0,-81.0,0.0015,-0.0037,0.003992492955535426
2686,-19.0,-81.0,0.0013,0.0051,0.0052630789467763076
2694,11.0,-81.0,-0.0184,0.0088,0.02039607805437114
2699,-61.0,-79.0,0.0748,0.0044,0.07492930001007617
2700,-59.0,-79.0,0.0454,0.0147,0.04772054065075122
2706,-47.0,-79.0,-0.0021,-0.0033,0.003911521443121589
2712,-35.0,-79.0,-0.003,0.0038,0.004841487374764082
2713,-33.0,-79.0,0.0015,0.0025,0.00291547594742265
2714,-31.0,-79.0,0.0013,0.0024,0.002729468812791236
2715,-29.0,-79.0,-0.001,-0.0017,0.001972308292331602
2718,-23.0,-79.0,0.0087,0.0033,0.009304837451562492
2725,5.0,-79.0,-0.0013,0.0027,0.0029966648127543395
2728,13.0,-79.0,-0.0164,-0.0114,0.019972981750354654
2731,-67.0,-77.0,0.0011,0.0044,0.0045354161881794265
2733,-63.0,-77.0,0.0615,0.0164,0.0636491162546661
2737,-55.0,-77.0,0.0102,0.0054,0.011541230437002807
2740,-49.0,-77.0,-0.0011,0.0086,0.008670063436907483
2744,-41.0,-77.0,0.004,-0.0012,0.00417612260356422
2745,-39.0,-77.0,0.0004,-0.0004,0.000565685424949238
2747,-35.0,-77.0,-0.0032,0.0008,0.0032984845004941287
2748,-33.0,-77.0,0.0032,0.0031,0.0044553338819890926
2751,-27.0,-77.0,0.0019,0.0087,0.008905054744357275
2755,-19.0,-77.0,-0.0009,0.0023,0.0024698178070456937
2756,-17.0,-77.0,-0.0034,0.0054,0.006381222453417527
2757,-15.0,-77.0,-0.0021,0.0017,0.002701851217221259
2760,-67.0,-75.0,0.0157,-0.0061,0.01684339633209407
2763,-61.0,-75.0,0.0233,0.0027,0.02345591609807641
2766,-55.0,-75.0,0.0115,-0.0122,0.01676573887426379
2768,-37.0,-75.0,-0.0019,-0.0011,0.002195449840010015
2769,-35.0,-75.0,-0.0046,0.0047,0.006576473218982953
2771,-31.0,-75.0,0.0061,-0.0027,0.006670832032063167
2772,-29.0,-75.0,0.0015,-0.0015,0.0021213203435596424
2774,-25.0,-75.0,0.0072,0.0033,0.007920227269466451
2775,-23.0,-75.0,-0.0017,0.0056,0.005852349955359813
2778,-17.0,-75.0,0.0006,0.0127,0.01271416532848303
2780,15.0,-75.0,-0.0226,-0.0087,0.02421672975444868
2786,31.0,-75.0,-0.0259,-0.0111,0.02817836049169646
2789,-63.0,-73.0,0.0656,0.0433,0.0786018447620665
2793,-33.0,-73.0,-0.0022,-0.0096,0.009848857801796104
2796,-27.0,-73.0,-0.0023,-0.003,0.00378021163428716
2801,17.0,-73.0,-0.002,0.0031,0.0036891733491393433
2802,23.0,-73.0,0.0017,-0.0104,0.010538026380684382
2803,25.0,-73.0,-0.0029,0.0044,0.005269724850502159
2806,31.0,-73.0,-0.0243,0.012,0.027101475974566403
2809,37.0,-73.0,0.0438,0.0013,0.04381928799056416
2810,-65.0,-71.0,0.0256,0.027,0.03720698859085481
2816,-21.0,-71.0,-0.0001,-0.0131,0.013100381673829202
2819,23.0,-71.0,0.0001,-0.0045,0.004501110973970759
2822,29.0,-71.0,-0.0001,-0.0014,0.00140356688476182
2831,13.0,-69.0,-0.0038,-0.0059,0.0070178344238090995
2833,17.0,-69.0,-0.0026,-0.0001,0.0026019223662515373
2834,21.0,-69.0,0.007,-0.0105,0.012619429464123963
2837,27.0,-69.0,0.004,-0.0047,0.0061717096496837895
2839,31.0,-69.0,-0.0215,-0.0108,0.02406013300046365
2844,73.0,-69.0,-0.0288,-0.0037,0.029036700914532285
2847,-59.0,-67.0,0.076,0.0502,0.09108259987505846
2850,17.0,-67.0,-0.0037,-0.0028,0.004640043103248072
2853,25.0,-67.0,-0.0042,-0.0014,0.004427188724235731
2863,-61.0,-65.0,0.0163,0.0458,0.048614092606979714
2866,13.0,-65.0,0.0012,0.0046,0.004753945729601885
2869,21.0,-65.0,-0.0099,-0.0046,0.010916501271011698
2872,27.0,-65.0,0.0002,0.0007,0.0007280109889280518
2876,35.0,-65.0,-0.0288,-0.0076,0.029785902705810344
2877,37.0,-65.0,0.063,-0.0056,0.0632483991892285
2881,-61.0,-63.0,0.015,0.0501,0.05229732306724695
2884,15.0,-63.0,-0.0097,-0.005,0.010912836478203089
2889,27.0,-63.0,0.0047,0.0039,0.006107372593840988
2891,31.0,-63.0,-0.0083,0.0039,0.0091706052144883
2900,-59.0,-61.0,0.0651,0.0175,0.06741112667801956
2905,23.0,-61.0,0.0035,-0.0005,0.0035355339059327377
2910,33.0,-61.0,-0.0391,-0.0067,0.03966988782439396
2911,35.0,-61.0,-0.0082,0.0007,0.008229823813423956
2913,39.0,-61.0,0.0764,0.0082,0.07683879228618835
