cell_id,lat,lon,theta,salt,dT_dx,dT_dy,dS_dx,dS_dy,f_coriolis
866,-41.0,-151.0,5.0478,34.3209,-0.03946,-0.01859,-0.00153,-0.00041,-9.5681e-05
867,-39.0,-151.0,4.9134,34.3207,-0.04585,-0.08948,-1e-05,5e-05,-9.1781e-05
871,-31.0,-151.0,4.828,34.3177,0.01968,-0.02019,-0.00142,0.00176,-7.5114e-05
881,-9.0,-151.0,4.4695,34.5355,0.00996,0.02414,-0.00026,0.00171,-2.2815e-05
888,5.0,-151.0,4.5516,34.5612,0.00664,-0.0292,0.00041,0.00112,1.2711e-05
902,33.0,-151.0,3.5819,34.3496,0.03341,-0.05416,0.00509,-0.00957,7.9431e-05
903,35.0,-151.0,3.4304,34.3249,0.01694,-0.06047,0.00464,-0.01005,8.3652e-05
906,41.0,-151.0,3.2439,34.3184,-0.00206,-0.02864,-0.00035,0.00786,9.5681e-05
908,45.0,-151.0,3.0721,34.3492,0.00801,-0.04819,-0.00288,0.00836,0.000103126
909,47.0,-151.0,2.9784,34.365,0.00255,-0.03327,0.00047,0.00619,0.000106662
911,51.0,-151.0,2.7886,34.3973,0.00572,-0.02366,4e-05,0.00328,0.000113341
913,55.0,-151.0,2.761,34.4026,-0.02276,0.06183,0.00483,-0.01159,0.000119467
927,-45.0,-149.0,4.9715,34.317,-0.03344,-0.08219,-4e-05,-9e-05,-0.000103126
929,-41.0,-149.0,4.9819,34.3193,-0.03248,-0.03169,-0.00059,0.00086,-9.5681e-05
931,-37.0,-149.0,4.8055,34.3195,0.01244,0.00184,-0.00078,-0.00098,-8.777e-05
933,-33.0,-149.0,4.8101,34.3158,-0.01189,-0.01065,-0.00058,-9e-05,-7.9431e-05
936,-27.0,-149.0,4.4649,34.3458,-0.02068,-0.08029,0.00251,0.00938,-6.6211e-05
937,-25.0,-149.0,4.3465,34.3634,0.00837,-0.05688,-0.00016,0.0107,-6.1635e-05
940,-19.0,-149.0,4.0248,34.4805,0.02237,-0.06448,0.00078,0.00927,-4.7482e-05
941,-17.0,-149.0,3.995,34.5037,0.0358,0.04757,0.00182,0.00682,-4.264e-05
942,-15.0,-149.0,4.1412,34.5131,0.0496,0.11787,-0.00155,0.00386,-3.7747e-05
950,1.0,-149.0,4.5838,34.5547,0.00757,-0.02141,-0.00016,0.0007,2.545e-06
952,5.0,-149.0,4.5722,34.56,0.01035,-0.03323,-0.00104,0.0013,1.2711e-05
953,7.0,-149.0,4.6119,34.5585,0.00158,0.0285,-0.00041,-0.00096,1.7774e-05
954,9.0,-149.0,4.5722,34.5583,0.01788,-0.01741,0.00024,-0.00149,2.2815e-05
960,21.0,-149.0,4.1217,34.5054,0.00587,-0.06655,0.00104,-0.00387,5.2265e-05
962,25.0,-149.0,3.8943,34.4646,0.00605,-0.09106,0.00232,-0.01792,6.1635e-05
968,37.0,-149.0,3.348,34.3176,0.00175,-0.04173,0.00394,-0.00368,8.777e-05
971,43.0,-149.0,3.1772,34.332,0.00189,-0.03294,0.00069,0.00536,9.9464e-05
975,51.0,-149.0,2.8,34.3956,0.01943,-0.01977,-0.00406,0.00185,0.000113341
977,55.0,-149.0,2.726,34.4092,-0.00987,0.03009,0.00188,-0.00351,0.000119467
988,-49.0,-147.0,5.2572,34.3204,-0.03614,0.08165,-0.00204,-0.00155,-0.000110068
990,-45.0,-147.0,4.9171,34.3177,-0.03954,-0.05617,-5e-05,-0.00062,-0.000103126
992,-41.0,-147.0,4.9013,34.3195,-0.06873,-0.03866,0.00059,0.0005,-9.5681e-05
995,-35.0,-147.0,4.8247,34.3154,0.00273,0.00364,-0.00027,-0.00185,-8.3652e-05
998,-29.0,-147.0,4.6318,34.3272,-0.03003,-0.0776,0.00057,0.00851,-7.0706e-05
1001,-23.0,-147.0,4.1931,34.3974,-0.00219,-0.08174,-0.00096,0.01956,-5.6985e-05
1004,-17.0,-147.0,4.0241,34.506,-0.01873,0.0231,0.00126,0.00887,-4.264e-05
1007,-9.0,-147.0,4.4767,34.5371,0.00047,0.00919,0.00099,0.00411,-2.2815e-05
1008,-7.0,-147.0,4.5083,34.5415,-0.00604,0.00994,0.00102,0.00209,-1.7774e-05
1011,-1.0,-147.0,4.5732,34.5535,0.01573,0.03728,-0.00027,0.00076,-2.545e-06
1012,1.0,-147.0,4.6028,34.5551,0.00959,-0.018,0.00018,0.00126,2.545e-06
1014,5.0,-147.0,4.5895,34.5597,0.00301,-0.01867,0.00059,0.00019,1.2711e-05
1017,11.0,-147.0,4.5306,34.5526,0.0042,-0.04279,5e-05,-0.00246,2.7828e-05
1020,17.0,-147.0,4.3407,34.5254,-0.00196,-0.00374,8e-05,-0.00549,4.264e-05
1027,31.0,-147.0,3.6507,34.3854,-0.00143,-0.01039,0.00476,-0.00603,7.5114e-05
1029,35.0,-147.0,3.4867,34.3424,0.01978,-0.0715,0.00501,-0.013,8.3652e-05
1031,39.0,-147.0,3.281,34.3189,0.00374,-0.01201,0.0037,-0.00387,9.1781e-05
1036,49.0,-147.0,2.8961,34.3816,0.00865,-0.04025,-0.00274,0.00677,0.000110068
1037,51.0,-147.0,2.8352,34.3888,0.0201,-0.02097,-0.00409,0.00194,0.000113341
1038,53.0,-147.0,2.7771,34.3966,0.02734,-0.02479,-0.00435,0.00464,0.000116475
1040,57.0,-147.0,2.8677,34.3837,-0.00364,0.08749,0.00126,-0.016,0.000122313
1044,-65.0,-145.0,0.9085,34.7157,0.05645,-0.00072,0.00131,-0.00019,-0.000132178
1050,-53.0,-145.0,3.2988,34.3844,-0.08748,0.32018,0.0115,-0.03494,-0.000116475
1051,-51.0,-145.0,4.5991,34.322,0.22778,0.66324,-0.00424,-0.01205,-0.000113341
1053,-47.0,-145.0,5.0071,34.3159,-0.06518,-0.13206,-0.00112,0.00175,-0.000106662
1055,-43.0,-145.0,4.8463,34.3179,-0.02692,0.01153,0.00048,0.00137,-9.9464e-05
1062,-29.0,-145.0,4.5828,34.3277,-0.0216,-0.05887,-0.00021,0.00855,-7.0706e-05
1063,-27.0,-145.0,4.4348,34.3461,-0.0065,-0.08092,-0.00332,0.00836,-6.6211e-05
1065,-23.0,-145.0,4.1971,34.401,-0.00556,-0.0632,0.002,0.01727,-5.6985e-05
1066,-21.0,-145.0,4.1036,34.4459,0.01733,-0.01683,0.00423,0.02142,-5.2265e-05
1069,-11.0,-145.0,4.4547,34.5288,0.00242,0.00792,0.00096,0.00326,-2.7828e-05
1070,-9.0,-145.0,4.4591,34.5377,-0.00893,-0.00427,-0.00077,0.00257,-2.2815e-05
1072,-5.0,-145.0,4.5695,34.5452,-0.00683,0.0197,0.00013,0.00162,-1.2711e-05
1073,-3.0,-145.0,4.5485,34.5509,-0.00409,-0.01324,-0.0001,0.00175,-7.633e-06
1075,1.0,-145.0,4.6083,34.5549,-0.00518,-0.01575,-0.00014,0.00081,2.545e-06
1076,3.0,-145.0,4.5856,34.5575,0.00384,0.0174,-0.00014,0.00058,7.633e-06
1082,15.0,-145.0,4.4391,34.5356,0.02094,-0.06136,-0.00163,-0.00621,3.7747e-05
1086,23.0,-145.0,4.0805,34.4962,0.01158,-0.05256,-0.00054,-0.00523,5.6985e-05
1091,33.0,-145.0,3.648,34.3824,0.01025,-0.02672,0.00586,-0.00561,7.9431e-05
1094,39.0,-145.0,3.3027,34.3228,0.01132,-0.01546,0.00168,-0.0051,9.1781e-05
1096,43.0,-145.0,3.1961,34.3291,0.00676,-0.02118,-0.00167,0.00651,9.9464e-05
1100,51.0,-145.0,2.8608,34.3843,0.02314,-0.02387,-0.00351,0.00315,0.000113341
1102,55.0,-145.0,2.8319,34.3908,0.0825,0.01094,-0.01506,-0.00067,0.000119467
1107,-63.0,-143.0,1.0273,34.7192,0.08074,-0.0116,0.00321,4e-05,-0.000129946
1110,-57.0,-143.0,1.7092,34.7055,0.27045,0.45416,-0.03453,-0.05481,-0.000122313
1113,-51.0,-143.0,4.8505,34.3158,0.09292,0.61459,-0.00302,-0.01515,-0.000113341
1115,-47.0,-143.0,4.903,34.3138,-0.03336,-0.14699,-0.00209,0.00203,-0.000106662
1117,-43.0,-143.0,4.8017,34.3178,-0.04007,0.04069,-0.0008,-0.00017,-9.9464e-05
1123,-31.0,-143.0,4.6903,34.315,-0.00748,-0.04039,0.00015,0.00367,-7.5114e-05
1128,-21.0,-143.0,4.1155,34.455,0.00105,0.00124,0.00279,0.02353,-5.2265e-05
1130,-15.0,-143.0,4.2811,34.5143,0.01257,0.06735,0.00033,-0.00116,-3.7747e-05
1131,-13.0,-143.0,4.3935,34.517,-0.00306,0.04613,0.00112,0.00619,-3.2807e-05
1135,-5.0,-143.0,4.5571,34.5453,0.00483,0.03189,-0.00032,0.0026,-1.2711e-05
1140,5.0,-143.0,4.5859,34.5599,-0.00336,-0.00661,-0.00036,-5e-05,1.2711e-05
1142,9.0,-143.0,4.568,34.5581,-0.00384,-0.01313,-0.00036,-0.00104,2.2815e-05
1144,13.0,-143.0,4.51,34.5428,0.00781,-0.00858,-0.00039,-0.00366,3.2807e-05
1146,17.0,-143.0,4.3664,34.5239,0.00831,-0.04618,0.00234,-0.0047,4.264e-05
1150,25.0,-143.0,3.9248,34.4779,0.00263,-0.08302,-0.00051,-0.01267,6.1635e-05
1152,29.0,-143.0,3.7091,34.4179,0.00047,-0.02,0.00502,-0.01031,7.0706e-05
1153,31.0,-143.0,3.6738,34.3983,0.00873,-0.00604,0.00445,-0.00525,7.5114e-05
1158,41.0,-143.0,3.2506,34.3197,-0.00555,-0.03115,0.00163,-0.00055,9.5681e-05
1161,47.0,-143.0,3.0256,34.3565,0.00502,-0.04053,-0.00151,0.00941,0.000106662
1164,53.0,-143.0,2.8854,34.379,0.06008,0.01888,-0.0092,-0.00428,0.000116475
1165,55.0,-143.0,2.9371,34.3724,0.07412,0.01752,-0.012,-0.00168,0.000119467
1170,-65.0,-141.0,1.171,34.7249,0.16694,-0.01137,0.00608,-0.00082,-0.000132178
1177,-51.0,-141.0,4.8511,34.3151,-0.08323,0.60122,0.00138,-0.01685,-0.000113341
1179,-47.0,-141.0,4.907,34.3101,-0.00543,-0.13299,-0.00182,0.00149,-0.000106662
1184,-37.0,-141.0,4.7421,34.3152,-0.0141,0.03808,-0.00074,-0.00155,-8.777e-05
1192,-21.0,-141.0,4.1457,34.4597,0.03359,-0.01399,0.00052,0.01995,-5.2265e-05
1197,-11.0,-141.0,4.4877,34.5303,0.01568,0.01129,0.0,0.00207,-2.7828e-05
1198,-9.0,-141.0,4.4991,34.5379,-0.00025,-0.00165,-4e-05,0.00427,-2.2815e-05
1208,11.0,-141.0,4.5344,34.5523,-0.00715,-0.01045,0.00084,-0.00378,2.7828e-05
1210,15.0,-141.0,4.4947,34.5349,-0.0022,-0.04283,0.00051,-0.00336,3.7747e-05
1213,21.0,-141.0,4.2422,34.5071,0.00646,-0.04802,8e-05,-0.00261,5.2265e-05
1216,27.0,-141.0,3.8104,34.4525,0.03743,-0.05205,0.0058,-0.01153,6.6211e-05
1217,29.0,-141.0,3.7216,34.4282,0.01263,-0.02734,0.00457,-0.00975,7.0706e-05
1223,41.0,-141.0,3.2512,34.3291,0.01574,-0.02765,0.01118,-0.00221,9.5681e-05
1225,45.0,-141.0,3.14,34.3439,0.02385,-0.04914,0.00341,0.0016,0.000103126
1228,51.0,-141.0,2.9456,34.3727,0.023,-0.00193,-0.00143,-0.00021,0.000113341
1230,55.0,-141.0,3.0075,34.3622,0.03788,0.01437,-0.00354,-0.00187,0.000119467
1231,57.0,-141.0,3.053,34.3565,0.0554,0.01803,-0.00664,-0.00065,0.000122313
1232,-71.0,-139.0,1.2732,34.7266,0.06627,-0.01995,0.00278,-0.00069,-0.000137896
1234,-65.0,-139.0,1.2921,34.7293,0.08358,-0.0148,0.00277,-0.00068,-0.000132178
1238,-57.0,-139.0,2.2618,34.6153,0.0797,0.43023,-0.01664,-0.0883,-0.000122313
1239,-55.0,-139.0,2.659,34.5001,-0.02835,0.0614,0.00599,-0.03357,-0.000119467
1240,-53.0,-139.0,3.1332,34.4035,0.03053,0.49507,-0.00322,-0.0516,-0.000116475
1241,-51.0,-139.0,4.6895,34.317,-0.10678,0.52917,0.00071,-0.01393,-0.000113341
1243,-47.0,-139.0,4.8196,34.3098,-0.09484,-0.07816,0.00127,0.00148,-0.000106662
1255,-23.0,-139.0,4.1744,34.4087,-0.01389,-0.01042,-0.00082,0.01964,-5.6985e-05
1260,-13.0,-139.0,4.4125,34.5203,-0.01207,0.04658,0.00065,0.00657,-3.2807e-05
1271,9.0,-139.0,4.573,34.5594,0.00906,-0.03621,9e-05,-0.00059,2.2815e-05
1282,31.0,-139.0,3.7339,34.4137,0.01563,0.00143,0.00382,-0.00802,7.5114e-05
1283,33.0,-139.0,3.6962,34.4053,-0.00897,-0.02266,0.0044,7e-05,7.9431e-05
1284,35.0,-139.0,3.5972,34.3924,0.01016,-0.07329,0.00446,-0.01446,8.3652e-05
1286,39.0,-139.0,3.4119,34.357,0.0485,-0.01553,0.00717,-0.0024,9.1781e-05
1288,43.0,-139.0,3.2639,34.3452,0.03154,0.00089,0.00585,0.00219,9.9464e-05
1294,55.0,-139.0,3.0556,34.3604,0.04257,0.01239,-0.00101,-0.00359,0.000119467
1297,-69.0,-137.0,1.3461,34.7288,0.07747,0.03525,0.00153,0.00086,-0.000136155
1299,-65.0,-137.0,1.3433,34.7304,0.04204,-0.01385,0.00019,-0.00056,-0.000132178
1301,-61.0,-137.0,1.3357,34.7281,0.06854,0.07016,0.0015,0.00245,-0.000127556
1307,-49.0,-137.0,4.8892,34.3096,-0.06964,-0.03204,0.00015,-0.00175,-0.000110068
1311,-41.0,-137.0,4.7005,34.3155,-0.01364,0.02858,0.00019,0.00013,-9.5681e-05
1313,-37.0,-137.0,4.7895,34.3118,0.00832,-0.00322,-0.00028,-0.00149,-8.777e-05
1321,-21.0,-137.0,4.2617,34.4624,0.03804,0.051,-0.00178,0.02306,-5.2265e-05
1322,-19.0,-137.0,4.2965,34.501,-0.00799,0.00747,0.00109,0.00984,-4.7482e-05
1327,-9.0,-137.0,4.4762,34.5384,-0.01196,0.00032,0.00031,0.00311,-2.2815e-05
1328,-7.0,-137.0,4.4862,34.5418,0.00205,0.00424,0.00044,0.0006,-1.7774e-05
1338,13.0,-137.0,4.5135,34.5451,0.01217,-0.00688,-2e-05,-0.00469,3.2807e-05
1339,15.0,-137.0,4.4833,34.5339,-0.0129,-0.02787,0.00035,-0.00425,3.7747e-05
1340,17.0,-137.0,4.4354,34.5254,-0.00077,-0.0249,-0.00062,-0.00323,4.264e-05
1346,29.0,-137.0,3.7554,34.4425,0.00799,-0.01959,0.00561,-0.01011,7.0706e-05
1350,37.0,-137.0,3.4762,34.3745,0.02483,-0.02936,0.00969,-0.00758,8.777e-05
1355,47.0,-137.0,3.0976,34.3552,0.01945,-0.04033,0.00132,0.00338,0.000106662
1356,49.0,-137.0,3.0198,34.3664,0.02102,-0.01171,0.00024,0.00298,0.000110068
1362,-67.0,-135.0,1.4517,34.7307,0.05601,-0.01666,-0.00033,0.00018,-0.000134248
1367,-57.0,-135.0,2.2014,34.6533,-0.02895,0.16264,0.01748,-0.03627,-0.000122313
1373,-45.0,-135.0,4.5845,34.3131,-0.04094,-0.02671,0.00067,0.00068,-0.000103126
1374,-43.0,-135.0,4.615,34.3152,-0.0262,0.04766,-0.00135,0.00088,-9.9464e-05
1376,-39.0,-135.0,4.7586,34.3138,-0.01598,0.04323,-0.00159,-0.00132,-9.1781e-05
1378,-35.0,-135.0,4.7185,34.3115,-0.02322,-0.0265,0.00122,0.00026,-8.3652e-05
1379,-33.0,-135.0,4.6588,34.3116,-0.00518,-0.02131,0.00014,-5e-05,-7.9431e-05
1381,-29.0,-135.0,4.4338,34.3267,-0.02199,-0.07955,0.00096,0.00774,-7.0706e-05
1388,-13.0,-135.0,4.4096,34.5182,0.00885,0.02193,-0.00074,0.00268,-3.2807e-05
1390,-9.0,-135.0,4.4681,34.5387,0.00828,0.01246,-0.00012,0.00317,-2.2815e-05
1402,15.0,-135.0,4.4531,34.5345,-0.00252,-0.01646,-0.00067,-0.00602,3.7747e-05
1406,23.0,-135.0,4.1833,34.5028,0.00878,-0.06952,-0.00064,-0.00257,5.6985e-05
1407,25.0,-135.0,4.0256,34.4907,0.02281,-0.06611,2e-05,-0.00705,6.1635e-05
1410,31.0,-135.0,3.7599,34.4367,0.00488,-0.02607,0.0053,-0.00648,7.5114e-05
1413,37.0,-135.0,3.5341,34.3949,0.04271,-0.04488,0.01261,-0.00906,8.777e-05
1414,39.0,-135.0,3.4651,34.3859,0.0387,-0.03124,0.00725,-0.00044,9.1781e-05
1415,41.0,-135.0,3.4321,34.3708,0.05735,-0.01809,0.00895,-0.00555,9.5681e-05
1416,43.0,-135.0,3.3798,34.3698,0.04673,-0.02478,0.00787,0.00075,9.9464e-05
1417,45.0,-135.0,3.2771,34.3673,0.0447,-0.06463,0.00821,-0.00411,0.000103126
1418,49.0,-135.0,3.0452,34.3676,0.01796,-0.00898,0.00164,0.0032,0.000110068
1420,53.0,-135.0,3.1823,34.3587,0.07645,0.00696,-0.00397,-0.00321,0.000116475
1421,-67.0,-133.0,1.4952,34.7303,0.0399,-0.00302,-0.00045,8e-05,-0.000134248
1422,-65.0,-133.0,1.4832,34.7299,0.09908,0.03664,-0.00017,-0.00031,-0.000132178
1424,-61.0,-133.0,1.6159,34.7299,0.14294,0.04039,-0.00071,0.00073,-0.000127556
1425,-59.0,-133.0,1.9025,34.7083,0.14653,0.20595,-0.01897,-0.02329,-0.000125011
1431,-47.0,-133.0,4.6203,34.3095,-0.05319,-0.04532,-0.00047,0.00153,-0.000106662
1433,-43.0,-133.0,4.5974,34.3124,0.00091,0.08107,-0.00156,-9e-05,-9.9464e-05
1441,-27.0,-133.0,4.2911,34.3436,0.01227,-0.052,0.00019,0.0106,-6.6211e-05
1444,-21.0,-133.0,4.2721,34.4757,-0.01338,0.01264,0.00168,0.01906,-5.2265e-05
1445,-19.0,-133.0,4.2761,34.5031,-0.00966,0.03659,0.00071,0.00539,-4.7482e-05
1454,-1.0,-133.0,4.5597,34.5537,-0.00805,0.02443,0.00018,0.00076,-2.545e-06
1467,25.0,-133.0,4.0894,34.4906,0.01578,-0.05585,0.0002,-0.00689,6.1635e-05
1470,31.0,-133.0,3.7689,34.4445,0.00614,-0.02524,0.00283,-0.00837,7.5114e-05
1477,45.0,-133.0,3.3402,34.3807,0.03505,-0.05727,0.0073,-0.00461,0.000103126
1480,51.0,-133.0,3.197,34.368,0.06149,0.0746,0.0003,-0.008,0.000113341
1481,-71.0,-131.0,1.2941,34.7293,-0.07001,0.01968,-0.00149,-0.00031,-0.000137896
1482,-65.0,-131.0,1.5624,34.7297,0.06974,0.06711,-0.0007,-0.00144,-0.000132178
1495,-39.0,-131.0,4.7263,34.3096,-0.03902,0.03049,-0.00048,1e-05,-9.1781e-05
1496,-37.0,-131.0,4.7242,34.3097,-0.01774,-0.04757,-0.0016,0.00032,-8.777e-05
1497,-35.0,-131.0,4.6391,34.3119,-0.00876,-0.00787,-0.00057,0.00042,-8.3652e-05
1498,-33.0,-131.0,4.6038,34.3118,-0.01276,-0.03806,-3e-05,0.00083,-7.9431e-05
1499,-31.0,-131.0,4.4927,34.3163,-0.03006,-0.04752,0.00084,0.00282,-7.5114e-05
1502,-25.0,-131.0,4.1953,34.3828,-0.02511,-0.02391,0.00368,0.01935,-6.1635e-05
1510,-9.0,-131.0,4.4787,34.5384,-0.00344,0.0071,-0.00077,0.00359,-2.2815e-05
1511,-7.0,-131.0,4.4929,34.5422,-0.00493,0.00805,3e-05,0.0011,-1.7774e-05
1526,23.0,-131.0,4.212,34.5019,-0.00108,-0.05413,0.00047,-0.00378,5.6985e-05
1530,31.0,-131.0,3.7816,34.4517,0.00804,-0.02916,0.00406,-0.00607,7.5114e-05
1533,37.0,-131.0,3.6416,34.4207,0.01175,-0.03168,0.0031,-0.00257,8.777e-05
1542,-65.0,-129.0,1.6318,34.7283,0.08526,0.09693,-0.00223,-0.00382,-0.000132178
1543,-63.0,-129.0,1.8152,34.7211,0.07272,0.01297,-0.00433,0.00121,-0.000129946
1545,-59.0,-129.0,2.1514,34.6619,0.07938,0.18679,-0.01894,-0.04222,-0.000125011
1554,-41.0,-129.0,4.6204,34.3091,-0.02098,0.02356,0.00078,-0.00073,-9.5681e-05
1556,-37.0,-129.0,4.7161,34.3067,-0.00879,-0.02214,-0.00123,0.00023,-8.777e-05
1562,-25.0,-129.0,4.1413,34.3857,-0.01787,-0.03619,-0.00069,0.01685,-6.1635e-05
1566,-17.0,-129.0,4.3504,34.5161,-0.00621,0.00841,0.00119,0.00499,-4.264e-05
1567,-15.0,-129.0,4.3742,34.522,-0.0116,0.02802,0.00201,-0.00018,-3.7747e-05
1574,-1.0,-129.0,4.5582,34.5533,0.00729,0.02619,-0.00036,0.00064,-2.545e-06
1575,1.0,-129.0,4.5976,34.5556,0.00153,-0.00365,-0.0,0.00107,2.545e-06
1576,3.0,-129.0,4.6211,34.558,0.00806,0.03537,3e-05,0.00098,7.633e-06
1587,25.0,-129.0,4.1408,34.493,-0.00029,-0.05002,0.0036,-0.00673,6.1635e-05
1589,29.0,-129.0,3.8864,34.4692,0.00299,-0.04432,0.00202,-0.00385,7.0706e-05
1593,37.0,-129.0,3.6799,34.428,0.03092,-0.0355,0.00547,-0.00211,8.777e-05
1594,39.0,-129.0,3.5563,34.4198,0.0101,-0.04327,0.01112,-0.00332,9.1781e-05
1599,49.0,-129.0,3.3503,34.3829,0.09839,0.00341,0.00486,-0.00198,0.000110068
1605,-59.0,-127.0,2.2293,34.6423,0.05445,0.14921,-0.01443,-0.03789,-0.000125011
1607,-55.0,-127.0,3.257,34.4007,0.07641,0.57677,-0.03042,-0.10362,-0.000119467
1617,-35.0,-127.0,4.568,34.3116,-0.02002,-0.02973,-0.00036,0.00085,-8.3652e-05
1618,-33.0,-127.0,4.5395,34.3103,-0.01361,-0.03187,-0.00085,0.00125,-7.9431e-05
1619,-31.0,-127.0,4.4519,34.3162,0.00053,-0.04072,-0.00116,0.00361,-7.5114e-05
1620,-29.0,-127.0,4.3334,34.3295,-0.00344,-0.06214,0.00031,0.00904,-7.0706e-05
1632,-5.0,-127.0,4.5297,34.5455,-0.0064,0.0199,0.00034,0.00223,-1.2711e-05
1633,-3.0,-127.0,4.546,34.5524,-0.00787,-0.01012,0.00043,0.00205,-7.633e-06
1634,-1.0,-127.0,4.5654,34.5536,0.00238,0.03312,0.00015,0.00052,-2.545e-06
1637,5.0,-127.0,4.6151,34.5621,0.00014,-0.03463,-0.00019,0.00175,1.2711e-05
1640,11.0,-127.0,4.5342,34.5531,-0.00138,0.00031,0.00099,-0.0041,2.7828e-05
1647,25.0,-127.0,4.1288,34.4997,0.00296,-0.04772,0.00078,-0.00221,6.1635e-05
1649,29.0,-127.0,3.8973,34.4751,0.01493,-0.03327,0.00292,-0.0074,7.0706e-05
1650,31.0,-127.0,3.839,34.4639,0.01973,-0.0401,0.00267,-0.00289,7.5114e-05
1651,33.0,-127.0,3.7726,34.4546,0.01118,-0.00415,0.00299,-0.00415,7.9431e-05
1652,35.0,-127.0,3.7657,34.4456,0.00103,-0.0285,0.00491,-0.00469,8.3652e-05
1657,45.0,-127.0,3.5389,34.4029,0.0512,-0.02537,0.00124,-0.00394,0.000103126
1668,-51.0,-125.0,4.1993,34.3102,-0.11831,0.18084,0.00136,-0.00467,-0.000113341
1669,-49.0,-125.0,4.4144,34.3062,-0.04913,-0.00148,-0.00122,0.00032,-0.000110068
1672,-43.0,-125.0,4.4686,34.3092,-0.01988,0.05162,-0.00075,-0.00171,-9.9464e-05
1677,-33.0,-125.0,4.5311,34.3091,-0.01323,-0.03627,0.00074,0.00156,-7.9431e-05
1678,-31.0,-125.0,4.4476,34.3154,-0.02114,-0.0516,0.00151,0.00417,-7.5114e-05
1683,-21.0,-125.0,4.207,34.486,-0.0044,0.00499,0.00229,0.01764,-5.2265e-05
1684,-19.0,-125.0,4.239,34.5099,0.0055,0.04466,-0.00044,0.00419,-4.7482e-05
1686,-15.0,-125.0,4.3775,34.5221,-0.01492,0.00986,0.00102,0.00218,-3.7747e-05
1691,-5.0,-125.0,4.5116,34.5457,-0.00234,0.00193,0.0006,0.00242,-1.2711e-05
1693,-1.0,-125.0,4.5754,34.5539,0.00135,0.0257,0.00035,0.00051,-2.545e-06
1694,1.0,-125.0,4.6149,34.5563,-0.00487,0.00226,0.00065,0.00144,2.545e-06
1696,5.0,-125.0,4.6102,34.5616,0.00021,-0.02516,-0.00036,0.00311,1.2711e-05
1703,19.0,-125.0,4.4067,34.5231,0.00855,-0.02181,-0.00076,-0.00774,4.7482e-05
1707,27.0,-125.0,4.0571,34.488,0.02078,-0.04803,-0.00192,-0.00541,6.6211e-05
1710,33.0,-125.0,3.8145,34.4616,0.02815,-0.02133,0.00416,-0.00427,7.9431e-05
1712,37.0,-125.0,3.7544,34.4482,0.03023,-0.0058,0.00497,-0.0054,8.777e-05
1714,-69.0,-123.0,1.3527,34.7265,0.01795,0.10792,0.00085,0.00232,-0.000136155
1715,-67.0,-123.0,1.5481,34.7302,0.03134,0.0825,9e-05,-0.00053,-0.000134248
1716,-65.0,-123.0,1.8094,34.7214,0.03598,0.12801,-0.00231,-0.00711,-0.000132178
1718,-61.0,-123.0,2.1111,34.6782,0.04529,0.07668,-0.00917,-0.0238,-0.000127556
1722,-53.0,-123.0,3.5434,34.3368,-0.18596,0.21875,0.01477,-0.01209,-0.000116475
1723,-51.0,-123.0,3.9935,34.315,-0.18001,0.19266,0.00685,-0.00702,-0.000113341
1725,-47.0,-123.0,4.1784,34.3138,-0.02803,-0.01308,0.00094,0.0006,-0.000106662
1726,-45.0,-123.0,4.315,34.3111,-0.01156,0.08089,-0.00212,-0.00158,-0.000103126
1727,-43.0,-123.0,4.4484,34.3073,-0.00666,0.04947,-0.00153,-0.00159,-9.9464e-05
1728,-41.0,-123.0,4.5063,34.3063,-0.00552,0.00961,-0.00137,0.00045,-9.5681e-05
1730,-37.0,-123.0,4.5408,34.3078,-0.04495,-0.03687,0.00148,-0.00027,-8.777e-05
1733,-31.0,-123.0,4.3929,34.3196,-0.01077,-0.05139,0.00099,0.00554,-7.5114e-05
1735,-27.0,-123.0,4.1877,34.3589,0.00242,-0.05576,0.00202,0.01421,-6.6211e-05
1739,-19.0,-123.0,4.2198,34.5105,-0.01354,0.04293,0.00075,0.00338,-4.7482e-05
1742,-13.0,-123.0,4.4441,34.5259,0.00378,0.03267,0.00099,0.00267,-3.2807e-05
1746,-5.0,-123.0,4.5309,34.5469,0.00407,0.00606,-0.00028,0.0018,-1.2711e-05
1747,-3.0,-123.0,4.5795,34.5526,0.01238,-0.00186,0.00019,0.00138,-7.633e-06
1748,-1.0,-123.0,4.5619,34.5541,-0.00845,0.01029,-5e-05,0.0011,-2.545e-06
1749,1.0,-123.0,4.6018,34.5565,-0.00034,0.0081,-0.00062,0.00087,2.545e-06
1754,11.0,-123.0,4.5488,34.555,0.00733,0.00983,-0.00022,-0.00346,2.7828e-05
1758,19.0,-123.0,4.4246,34.5226,0.00049,-0.00705,0.00127,-0.00476,4.7482e-05
1760,23.0,-123.0,4.2693,34.5056,0.00078,-0.02721,0.0016,-0.00407,5.6985e-05
1762,27.0,-123.0,4.1039,34.4845,0.01929,-0.03319,0.00055,-0.00281,6.6211e-05
1764,31.0,-123.0,3.9026,34.4741,0.00283,-0.0219,0.00284,-0.00214,7.5114e-05
1774,-55.0,-121.0,3.048,34.3865,-0.13474,0.08441,0.01817,-0.02275,-0.000119467
1775,-53.0,-121.0,3.2881,34.3581,-0.18839,0.1496,0.01884,-0.01264,-0.000116475
